WORD	ABBREVIATION	LANGUAGES
douleia		Greek,Modern (1453- )
douleur		French
dourado		Portuguese
Doureios		Greek,Modern (1453- )
doutoramento	doutor.	Portuguese
doutrina		Portuguese
douzième	douz.	French
døvblevne	døvblev.	Danish
døvblind		Norwegian
døvblindeforum		Norwegian
Døveforsorg		Danish
dovl-	dovl.	Azerbaijani
dôvodovými	dôvod.	Slovak
dovolenky	dovol.	Slovak
Dovre		Norwegian
dövsport		Swedish
døvstum-	døvstum.	Norwegian
dövstumskola	dövstumsk.	Swedish
dövundervisning	dövundervis.	Swedish
downeast		English
downland	downl.	English
download		English
downscal-	downscal.	English
downstream	downstr.	English
downsview		English
Downtown	Downt.	English
downunder		English
dowsing		English
dozenal	dozen.	English
Dozent	Doz.	German
dozimetr-	dozim.	Russian
dozor		Slovak
draagbaar	draagb.	Dutch
Drache		German
Drachenflieger	Drachenflieg.	German
drachm-	drch.	Greek,Modern (1453- )
Drachten		German
dræbt		Danish
draft-	draft.	English
dragesport		Danish
dragocen-	dragoc.	Serbian
dragon		French
dragonfly		English
dragoste	drag.	Romanian
dragster		English
Drahterzeugnis	Drahterzeugn.	German
Drahtherstellung	Drahtherstell.	German
drahtlos		German
Drahtverarbeitung-	Drahtverarb.	German
dráhy		Slovak
drainage	drain.	French
drainer	drain.	English
draining		English
drakofoinik-	drakofoin.	Greek,Modern (1453- )
Draloric		German
Drama		German
drámapedagógia	drámapedag.	Hungarian
dramati-	dram.	English,French
dramatourg-	dramatourg.	Greek,Modern (1453- )
dramaturg		Croatian
dramaturg-	dramaturg.	English
dramaturšk-	dramaturš.	Serbian
dramina		Greek,Modern (1453- )
drammàt-	dramm.	Italian
Drammen		Norwegian
dramski	dram.	Croatian
drank-	drank.	Dutch
drapeau	drap.	French
draper-		English
draseōn		Greek,Modern (1453- )
drāsis	drā.	Greek,Modern (1453- )
drastēriot	drast.	Greek,Modern (1453- )
draudim-	draud.	Lithuanian
draudze		Latvian
draught		English
draught-	draught.	English
draughting	draught.	English
draughtsman		English
draugij-	draug.	Lithuanian
draugija	draug.	Lithuanian
draugs		Latvian
draussen		German
drava		Latvian
dravce		Slovak
dravidic	dravid.	English
draw-	draw.	English
Drayton	Drayt.	English
dreadful		English
dreamer	dream.	English
dreamweaver	dreamweav.	English
Drechsler	Drechsl.	German
dredger	dredg.	English
dredging	dredg.	English
Drehen	Dreh.	German
Drehmaschine	Drehmasch.	German
Drehorgel		German
Dreieich		German
Dreigliederung	Dreiglied.	German
dreijährig-	dreijähr.	German
drempel-	dremp.	Dutch
drenag-	dren.	Portuguese
drenaje	dren.	Spanish
drenaž-	dren.	Russian
Drenthe		Dutch
drentse		Dutch
drept		Romanian
drept-	drept.	Romanian
Dresden	Dresd.	German
Dresdener	Dresd.	German
dress		English
dressage		French
dresser		French
dressing	dress.	English
dřevařsk-	dřev.	Czech
dreverklubb		Swedish
dreves-	drev.	Russian
drevne		Norwegian
drevnerusskij	drevneruss.	Russian
drevopriemysl-	drevopriem.	Slovak
dřevozprac-	dřevozprac.	Czech
drewno	drew.	Polish
Drexlerhauer	Drexlerh.	German
drgan-		Polish
Driebergen		Dutch
drieluik		Dutch
driemaandelijks-	driem.	Dutch
drift		Norwegian
drifting	drift.	English
driftoversikt	driftovers.	Norwegian
driftproblem	driftprobl.	Swedish
driftsäkerher		Swedish
driftsbureau	driftsbur.	Danish
driftserfaring	driftserfar.	Norwegian
driftsforhold		Norwegian
driftsform		Norwegian
driftsgranskning-	driftsgransk.	Norwegian
driftslære		Norwegian
driftsplanlegging	driftsplanlegg.	Norwegian
driftsstatistik	drifttat.	Swedish
driftsteknikk	driftstek.	Norwegian
driftwood		English
drijfwerkelementen	drijfwerkelem.	Dutch
drikke		Norwegian
drilled	drill.	English
drilling	drill.	English
drink-	drink.	English
drinkwater	drinkw.	Dutch
drinkwatervoorziening	drinkwatervoorzien.	Dutch
drinnen		German
drinsk-		Serbian
dritte		German
drivel		English
driver	driv.	English
driving	driv.	English
drnišk-	drniš.	Croatian
drobiarstwo	drobiar.	Polish
drobny	drob.	Polish
droforskn-	droforsk.	Multiple Languages
drog-	drog.	Swedish
drogadicción	drogadic.	Spanish
Droge		German
drogenfrei-		German
Drogerie	Drog.	German
drogforskn-	drogforsk.	Multiple Languages
droghiere	drog.	Italian
Drogist	Drog.	German
drogodependencia	drogodepend.	Spanish
drogowy		Polish
drogue		French
droguer-	drog.	Multiple Languages
droit		French
Drome		French
drōmen	drōm.	Greek,Modern (1453- )
drōmena	drōm.	Greek,Modern (1453- )
drömma		Swedish
dromoi		Greek,Modern (1453- )
dromois	drom.	French
dromol-	dromol.	Greek,Modern (1453- )
Dronten		Dutch
drooggelegde		Dutch
droš-	droš.	Georgian
drošības		Latvian
drosjeeierblad	drosjeeierbl.	Norwegian
drosophila	drosoph.	Latin
Drôtovna		Slovak
Drottningholm		Swedish
drought		English
drought-stricken	drought-strick.	English
drožžev-	drožž.	Russian
drüben		German
drůbež-	drůbež.	Czech
Druck		German
Druckerei	Druck.	German
Druckfarbe		German
Druckgeschichte	Druckgesch.	German
Druckgewerbe	Druckgew.	German
Druckindustrie	Druckind.	German
Druckluft		German
Druckluftpraxis	Druckluftprax.	German
Drucklufttechnik	Drucklufttech.	German
Drucksache	Drucks.	German
Druckschrift-	Druckschr.	German
Drucktechnik	Drucktech.	German
drugbeleid		Dutch
druge		Croatian
druggist-	drug.	English
drugi-		Serbian
drugoj		Russian
drugsverslaafd-	drugsverslaaf.	Dutch
drugszorg	drugsz.	Dutch
drugtherapy	drugther.	English
druhovýroba		Czech
druhý		Slovak
druk-	druk.	Russian
drukinktindustrie	drukinktind.	Dutch
drukken		Dutch
drukwerk	drukw.	Dutch
drumheller	drumhell.	English
drummer		English
Drummond		English
Drummondville	Drummondv.	French
drumski	drum.	Croatian
drunkenness		English
drushtv-	drush.	Serbian
drustav-	drus.	Serbian
društv-	druš.	Serbian
druž-	druž.	Croatian
družba	druž.	Russian
družben-	druž.	Slovenian
družestv-	druž.	Russian
družst-	družst.	Czech
drvarsk-	drvar.	Serbian
drveta	drv.	Macedonian
drvn-	drv.	Serbian
drvnotehnološ-	drvnotehnol.	Croatian
drvodjelj-	drvodjelj.	Croatian
drycleaner	dryclean.	English
dryer	dry.	English
drying	dry.	English
dryland		English
država	drž.	Croatian
državnost	držav.	Croatian
drzewnictwo	drzew.	Polish
Duathlon		German
dubbele		Dutch
Dublin		English
đubrivo	đubr.	Serbian
dubrovački	dubrov.	Serbian
Dubrovnik	Dubrov.	Croatian
ducat-		Latin
duchov-	duch.	Slovak
Duderstadt	Duderst.	German
Dudweiler	Dudweil.	German
duemila		Italian
duende		Spanish
dugoselsk-	dugosel.	Serbian
duhan-	duhan.	Croatian
duhov-	duh.	Bulgarian
duhovnyj	duh.	Russian
Duitsland	Duitsl.	Dutch
Duiven		Dutch
duivenliefhebbersbond	duivenliefhebb.	Dutch
duivensport		Dutch
Duizel		Dutch
Dukat-		German
dulce		Spanish
Duleek		English
Dülmen-	Dülmen.	German
dumani		Corsican
Dumbarton	Dumbart.	English
Dumfriesshire	Dumfries.	English
duminică	dumin.	Romanian
dumping	dump.	English
Dunaj		Czech
dunamis	dun.	Greek,Modern (1453- )
Dunántúl	Dunánt.	Hungarian
dunatotês	dunat.	Greek,Modern (1453- )
Dunaújváros	Dunaújv.	Hungarian
Dunboyne		English
dundee		English
Dunedin	Duned.	English
Düngemittel-	Düngem.	German
dungeon		English
Düngerbezug		German
Düngung	Düng.	German
dunia		Malay
Dunkerque		French
dunkerquois	dunkerq.	French
dünn-	dünn.	German
Dünnschlifftechni-	Dünnschlifftech.	German
dünya-	dünya.	Turkish
dünyasi		Turkish
duodecim		Latin
duoden-	duoden.	Multiple Languages
duomen-	duom.	Lithuanian
duplexsystem	duplexsyst.	German
duplicat-	duplic.	Multiple Languages
Düppenweiler	Düppenweil.	German
durability	durab.	English
durable		French
duração	duraç.	Portuguese
Durance		French
Durango		Spanish
durante		Spanish
duration	durat.	English
Durban	Durb.	English
Durchblutung	Durchblut.	German
Durchführ		German
Durchführung	Durchführ.	German
đurđev-	đurđev.	Croatian
Düren		German
Durham	Durh.	English
during	dur.	English
Dürkheim	Dürkh.	German
durkheimien	durkheim.	French
Durlach		German
durocras		Swedish
Dürrnberg-	Dürrnb.	German
Durum		German
durvis		Latvian
dusanbinsk-	dusanb.	Russian
duševn-	duš.	Russian
dušistyj	dušist.	Russian
duskoiliotēta	duskoil.	Greek,Modern (1453- )
Düsseldorf	Düsseld.	German
Düsseldorfer	Düsseld.	German
důstoj-	důstoj.	Czech
duszpaster-	duszp.	Polish
dutch		Dutch
dutchman		English
Dutik-	Dut.	Greek,Modern (1453- )
dutikomakedonik-	dutikomaked.	Greek,Modern (1453- )
Duursche Waarden		Dutch
duursport		Dutch
duurzaam	duurz.	Dutch
duvan-	duvan.	Serbian
duvanjsk-	duvanj.	Croatian
duvavelsförening	duvavelsfören.	Swedish
dvadcatyj	dvadc.	Russian
dversif-	diversif.	English
dvigatelʹ	dvig.	Russian
dvigatelestroen-	dvigatelestr.	Russian
dvikova	dvik.	Lithuanian
dviženie	dviž.	Russian
dvojezicen	dvojezic.	Slovenian
dvojn-		Russian
Dvořak-	Dvořak.	Czech
dvuhelektronn-	dvuhelektron.	Russian
dvuhgod-	dvuhgod.	Russian
dwelling	dwell.	English
dwibulanan	dwibulan.	Indonesian
dwumiesie̢czn-	dwumies.	Polish
Dwurstede		Dutch
dwyieith-		Welsh
dychových	dych.	Slovak
dydakty-	dydakt.	Polish
dydd-	dydd.	Welsh
dye-	dye.	English
dyestuff-	dyest.	English
dyfuz-	dyfuz.	Polish
dygnsdos		Norwegian
dygtig	dygt.	Danish
dyking		English
dykkenytt		Norwegian
dykning	dykn.	Danish
dynamic-	dyn.	English
dynamiek	dyn.	Dutch
dynamiik-	dyn.	Finnish
Dynamik-	Dyn.	German
dynamique	dyn.	French
Dynamisch-	Dyn.	German
dynamisk-	dyn.	Danish,Norwegian,Swedish
dynamisme	dyn.	French
dynamite		Multiple Languages
dynasti-	dynast.	Multiple Languages
dyplomow-	dypl.	Polish
dypvåg		Norwegian
dyreavdeling	dyreavd.	Norwegian
dyrektor-	dyr.	Polish
dyreliv		Norwegian
dyrene		Norwegian
dyreplag-	dyreplag.	Norwegian
dyresjukdom	dyresjukd.	Norwegian
dyrk-	dyrk.	Danish
dyrlægeforening-	dyrlægeforen.	Danish,Norwegian
dyrlœge		Norwegian
dyrygent-	dyryg.	Polish
dysentery	dysent.	English
dysfunction	dysfunct.	English
Dysgrammatismus	Dysgrammat.	German
Dyskalkulie	Dyskalkul.	German
dyslexia		English
dysmorpholog-	dysmorphol.	English
dystrophy		English
dystryb-	dystryb.	Polish
dzanskij	dzan.	Russian
dzârzaun-	dzârz.	Belarussian,Russian
dzeive		Latvian
dzelzceļa		Latvian
dzemdētāj-	dzemdēt.	Latvian
dzemdniecība	dzemdniec.	Latvian
džep-	džep.	Croatian
džezkazgansk-	džezkazg.	Russian
działacz-	dział.	Polish
działalność	dział.	Polish
działkow-	działk.	Polish
dzianina	dzian.	Polish
dziecie̢cy	dziec.	Polish
dziednieks	dziedn.	Latvian
dzi̇edzin-	dziedz.	Polish
dzieje		Polish
dziennik	dz.	Polish
dziennikar-	dzienn.	Polish
dzierżonowsk-	dzierżon.	Polish
dziesie̢tn-	dzies.	Polish
dziewcz-	dziewcz.	Polish
dzirkstele		Latvian
dzīve		Latvian
džoker-	džoker.	Croatian
dźwignik	dźwig.	Polish
dzyarzhawn-	dzyarzh.	Belarussian
eaglehawk		English
early		English
earner	earn.	English
earning-	earn.	English
earthcare		English
earthlife		English
earthlinks		English
earthquake	earthq.	English
earthquest		English
earthwatch		English
earthwise		English
easement		English
East		English
East Grinstead		English
East-Lansing		English
Eastbourne		English
eastcoast		English
Easter		English
eastern	east.	English
eastland	eastl.	English
Easton		English
Eastwood		English
easyrider		English
eating	eat.	English
ebdom-	ebd.	Greek,Modern (1453- )
ébénisterie	ébén.	French
Ebern		German
Ebersbach		German
Ebersberg	Ebersb.	German
Eberswalde-Finow		German
eborenses	eborens.	Portuguese
Ebrou		Greek,Modern (1453- )
éburnéen-	éburn.	French
ecclesia	eccles.	Latin
ecclésial	ecclés.	French
ecclesiast-	eccles.	English
ecclésiast-	ecclés.	French
eceran	ecer.	Indonesian
échange		French
échantillon	échantill.	French
échappe-	échapp.	French
échelon		French
echinoderm		English
echipament-	echip.	Romanian
echocardiograph-	echocardiogr.	English
échograph-	échogr.	French
Echterdingen	Echterding.	German
echtscheiding		Dutch
Eckenheim	Eckenh.	German
Eckernförde		German
Eckersley		English
éclaboussure	éclabouss.	French
éclair		French
éclairage	éclair.	French
éclaireur		French
éclat-	éclat.	French
eclectic	eclect.	English
eclesiastic-	ecles.	Spanish
eclêtic-	eclêt.	Portuguese
éclips-		French
eclipsing	eclips.	English
éclosion	éclos.	French
ecobiology	ecobiol.	English
écodévelopp-	écodév.	French
écofaunistique	écofaun.	French
ecogeograph-	ecogeogr.	English
ecografia	ecogr.	Italian
écographie	écogr.	French
ecohydrolog-	ecohydrol.	English
école	éc.	French
écolier	éc.	French
ecolog-	ecol.	English,French
ecolox-	ecol.	Galician
ecomateria-	ecomater.	English
écomusée	écomus.	French
econografía	econogr.	Spanish
econom-	econ.	English,French
econometri-	econom.	Multiple Languages
économétri-	économ.	French
econotécnia	econotéc.	Spanish
écopathologie	écopathol.	French
ecophysiolog-	ecophysiol.	English,French
écorce		French
écossais	écoss.	French
ecosystem-	ecosyst.	English,French
ecotextil-	ecotext.	English
ecotoxicology	ecotoxicol.	English
ecoturism	ecotur.	English
ecoturística	ecotur.	Spanish
écoulement	écoul.	French
écout-		French
ecran-	ecran.	Romanian
écrire		French
écrit		French
écrit-	écrit.	French
écrivain		French
ecuación	ecu.	Spanish
Ecuador	Ecuad.	Spanish
ecuat̡ie		Romanian
Ecuator-	Ecuat.	English,French
ecuestre	ecuest.	Spanish
ecumènic	ecum.	Catalan
ecumenical	ecum.	English
ecumenico	ecum.	Spanish
écuménique	écum.	French
eczaci		Turkish
eczacı-	eczacı.	Turkish
edafolog-	edafol.	Greek,Modern (1453- )
édaphique		French
edebiyat-	edeb.	Turkish
Edeforsbygden		Swedish
edelmetaal-	edelmet.	Dutch
Edelmetall-	Edelmet.	German
Edelpferd		German
Edelreis		German
Edelreis-	Edelreis.	German
Edelstahl		German
Edelsteinforschung	Edelsteinforsch.	German
Edelsteinkunde	Edelsteinkd.	German
edelstenen		Dutch
edelweiss		French
ederr-	ederr.	Basque
Edersee		German
Edertal		German
Edessa		Greek,Modern (1453- )
Edessaïka	Edess.	Greek,Modern (1453- )
Edewecht		German
Edgemont		English
edible		English
edição	ed.	Portuguese
edició	ed.	Catalan,Galician
edición	ed.	Spanish
édific-	édif.	French
édifier	édif.	French
edil-	edil.	Italian
ēdināš-	ēdināš.	Latvian
Edinburgh	Edinb.	English
edinic-	edin.	Russian
edinoj	edin.	Russian
edinstvo	edin.	Bulgarian
edisi	ed.	Indonesian
edistämi-	edist.	Finnish
edistyksellinen	edist.	Finnish
edistys	edist.	Finnish
edisyong	ed.	
edit-	ed.	English,French
editorial	editor.	English,Spanish
éditorial	éditor.	French
ediz-	ed.	Italian
eðlisfræði		Icelandic
Edmonton	Edmont.	English
edruskapssporsmal		Norwegian
educa-	educ.	English,French,Spanish
educology	educol.	English
edukac-	edukac.	Lithuanian
edukacja	eduk.	Polish
edukacyjn-	eduk.	Polish
edukatie	eduk.	Dutch
edukator	eduk.	Croatian
edukimi	eduk.	Albanian
edukologija	edukol.	Lithuanian
éduquer	éduq.	French
eduskunta	edusk.	Finnish
edustaja	edust.	Finnish
Edward	Edw.	English
edytorstwo	edyt.	Polish
eelam		Norwegian
Eemland	Eeml.	Dutch
eendracht		Dutch
eendrachtig		Dutch
eenheden	eenh.	Dutch
eenheid		Dutch
eenvorming	eenvorm.	Dutch
Eerbeek		Dutch
eerbied		Dutch
eerst		Dutch
eerstedag		Dutch
eerstelijnsactiviteit-	eerstelijnsact.	Dutch
eerstelijnsgezondheidszorg	eerstelijnsgezondheidsz.	Dutch
eerstelijnszorg		Dutch
eersteling	eerstel.	Dutch
eersteljins		Dutch
eervol		Dutch
eesrindlik	eesrind.	Estonian
Eesti-	Eest.	Estonian
eestlasse	eest.	Estonian
efarmoges	efarm.	Greek,Modern (1453- )
efarmos-	efarmos.	Greek,Modern (1453- )
efēbik-	efēb.	Greek,Modern (1453- )
efēbos	efēb.	Greek,Modern (1453- )
efectiv-	ef.	Spanish
efecto	ef.	Spanish
efectuada	ef.	Spanish
efekt-	ef.	Polish
efemerida	efem.	Russian
efēmerida	efēm.	Greek,Modern (1453- )
Efesou		Greek,Modern (1453- )
efeteiōn	efet.	Greek,Modern (1453- )
effect-	eff.	English,French
Effekt-	Eff.	German
èffekt-	èff.	Russian
effemerid-	effem.	Italian
effergy		Indonesian
effet-	eff.	French
effeuiller	effeuill.	French
efficac-	effic.	French
efficien-	effic.	English,French
Effizienz	Effiz.	German
effluent	effl.	English
effort		French
eficacia	efic.	Spanish
eficièn-	efic.	Catalan
eficient-	efic.	Romanian
efikasnost	efik.	Bosnian
èfiromasličn-	èfiromasličn.	Russian
efnahagsmál		Icelandic
efnahagur	efnahag.	Icelandic
eforeiak-	efor.	Greek,Modern (1453- )
Eforeias	Efor.	Greek,Modern (1453- )
eforōn	efor.	Greek,Modern (1453- )
Efringen-Kirchen		German
efterår		Danish
efternamn		Swedish
efterretning-	efterret.	Danish
égalité	égal.	French
Eganville	Eganv.	English
Egedesminde	Egedesm.	Danish
ēgemon-	ēgem.	Greek,Modern (1453- )
egentlig		Swedish
egentransport	egentransp.	Norwegian
egertērio	egertēr.	Greek,Modern (1453- )
egészség	egészs.	Hungarian
egészségkáros-	egészskáros.	Hungarian
egészségkultúra	egészskult.	Hungarian
egészséglélektan	egészslélekt.	Hungarian
egészségmegőrzés	egészsmegőrz.	Hungarian
egészségnevelés	egészsnev.	Hungarian
egészségpolitika	egészspolit.	Hungarian
egészségtudomány	egészstud.	Hungarian
egészségügy	eü.	Hungarian
egészségvéd-	egészsvéd.	Hungarian
Eggenfelden	Eggenf.	German
Eggenstein		German
Eggesin-	Eggesin.	German
eggrafon	eggr.	Greek,Modern (1453- )
egguēse-		Greek,Modern (1453- )
éghajlat	égh.	Hungarian
egipcio	egip.	Spanish
Egipto		Spanish
egiptología	egiptol.	Spanish
eǧirdir	eǧir.	Turkish
eǧitim-	eǧit.	Turkish
Egitto		Italian
egkleist-	egkleist.	Greek,Modern (1453- )
egklēmatolog-	egklēmatol.	Greek,Modern (1453- )
egkolp-	egkolp.	Greek,Modern (1453- )
egkri-	egkr.	Greek,Modern (1453- )
egkukl-		Greek,Modern (1453- )
egkuklopaid-	egkukl.	Greek,Modern (1453- )
egkumosunē	egkumos.	Greek,Modern (1453- )
egkuos		Greek,Modern (1453- )
Eglinton	Eglint.	English
église		French
egnens	egn.	Danish
Egoist		German
egregious	egreg.	English
egregor		Bulgarian
egres-	egr.	Spanish
egunkari-	egunk.	Basque
egyenlőség	egyenl.	Hungarian
egyesület	egyes.	Hungarian
egyetem	egy.	Hungarian
egyetemes	egyet.	Hungarian
egyeztet-	egyezt.	Hungarian
egyház	egyh.	Hungarian
egyházfórum	egyhfórum.	Hungarian
egyházkerület	egyhker.	Hungarian
egyházmegye	egyhm.	Hungarian
egyháztörténet	egyhtört.	Hungarian
egyiptológ-	egyiptol.	Hungarian
egylet		Hungarian
egymás		Hungarian
Egypt		English
Egypte		French
Egypten	Egypt.	Danish
egyptian	egypt.	English
égyptien	égypt.	French
égyptol-	égyptol.	French
egyptology	egyptol.	English
egység-	egys.	Hungarian
együtt		Hungarian
együttműköd-	együttm.	Hungarian
egzisztencia	egziszt.	Hungarian
egzotikus	egzot.	Hungarian
ehapohutûn	ehapohut.	Armenian
Ehelösung	Ehelös.	German
ehemalig	ehemal.	German
Eheschliessung	Eheschliess.	German
Ehestand-		German
Ehingen		German
ehitus	ehit.	Estonian
ehkäis-	ehkäis.	Finnish
ehrenamtlich	ehrenamtl.	German
ehsan		Malay
Eibergen		Dutch
Eichgesetz		German
Eichhof		German
Eichsfeld-	Eichsf.	German
Eichstätt		German
Eichstätter	Eichstätt.	German
Eider		German
Eiderstedt	Eiderst.	German
eidēs-	eidēs.	Greek,Modern (1453- )
eidēsis		Greek,Modern (1453- )
eiðfaxi		Icelandic
Eidgenossenschaft	Eidgenoss.	German
eidgenössisch-	eidgenöss.	German
eidikos		Greek,Modern (1453- )
eidōn		Greek,Modern (1453- )
Eidskog		Norwegian
eiendomsutforming	eiendomsutform.	Norwegian
eieren		Dutch
eietydse		Afrikaans
Eifel		German
eigen-	eig.	German
eigendom	eigend.	Dutch
Eigenleistung	Eigenleist.	German
eigentliche	eigentl.	German
Eigentum		German
eigentümlich	eigentüml.	German
eighteen-		English
éigse		
eikast-	eikast.	Greek,Modern (1453- )
eikastikōn	eikast.	Greek,Modern (1453- )
eikones	eik.	Greek,Modern (1453- )
eikonograf-	eikonogr.	Greek,Modern (1453- )
eikost-	eikos.	Greek,Modern (1453- )
Eildienst	Eild.	German
Eilendorf-	Eilend.	German
einai		Greek,Modern (1453- )
Einband	Einbd.	German
Einbeck		German
Einberufung	Einberuf.	German
Einbeziehung	Einbezieh.	German
Einblick		German
eindexamen	eindexam.	Dutch
